volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,自然／第 1 冊／認識自然與生活科技／時間與空間的量度 ／【題目卷】 大明做單擺實驗，所得數據如表，由實驗數據可得下列那一結論：,擺長愈長，擺動愈慢,擺長愈短，擺動愈慢,此單擺週期為2∕3秒,擺動次數和所需時間成正比,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,若發現擺鐘走太快時，欲正確計時，應如何調整？,增加擺長,縮短擺長,增加擺錘重,減輕擺錘重,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,小玉做單擺的實驗，得到下表的數據。根據實驗資料，下列敘述何者正確？,擺錘質量愈大擺動週期愈大,擺角與擺動週期無關,50㎝的單擺擺動週期約為1.0秒,擺長愈長擺動週期越小,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,小健測量單擺擺動的次數與時間，數據記錄如下表所示。上體育課時，老師欲測量小敏100 m賽跑的時 間但沒有計時的工具，小健剛好帶了相同的單擺，他發現小敏跑完100m，單擺剛好來回擺9次。請問小 敏跑100m花了多少時間？,12.0秒,14.0秒,16.0秒,18.0秒,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,下列有關時間單位的敘述，何者錯誤？,一個太陽日等於86400秒,平常所說的一天是指一個平均太陽日,一個平均太陽日等於1440分,1秒等於1/3600小時,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,"大雄幫忙照顧剛出生的弟弟,天天幫弟弟量身高,在第７天測出弟弟的身高為81.54㎝，請問他所使用的量 測工具最小刻度是多少？",0.1mm,1mm,1cm,1m,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,小倩做一單擺擺動實驗，試問當改變下列何種因素時，單擺的週期將會變化？,在室內或室外做,擺錘重,擺動角度,擺長,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,翠蓮體重較重、素鈴體重較輕，兩人在玩盪鞦韆，若擺動角度也在五度內，翠蓮前後擺動一次所需時間 較長，可能是何因？,翠蓮體重較重,翠蓮擺長較長,翠蓮身高較高,以上皆非,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,要測操場周長，下列何者比較不適合作為測量的工具？,步伐,15公分直尺,跳繩,拔河繩,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,要測單擺擺動，下列何者比較不適合作為測量時間的工具？,月球盈虧,沙漏,呼吸次數,心搏,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,下列哪一個單位所表示的長度最短？,0.1公里,1000公分,1公尺,10000奈米,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,下列那一種計時器精確度可達300000年內誤差僅1秒？,機械鐘,石英鐘,電子鐘,銫原子鐘,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,下列何者不是測量出來的結果？,阿輝百米公尺成績13秒,小亮在郵局裡存了500元,這本書的厚度有5公分,花圃的面積為5坪大,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,下列哪一個儀器可以用來測量物體的質量？,等臂天平,量筒,游標尺,碼錶,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,「一光年」指的是,地球繞行太陽一週的時間,光線在真空中行走一年的距離,太陽照射地球一年提供的總能,光在真空中前進的速度,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,「奈米」是近來很熱門的名詞，事實上它是一個長度的單位。下列哪一種物體的長度較適合用奈米為 單位？,蝴蝶翅膀的長度,學校跑道的長度,水分子的大小,星球間的距離,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,以下四個選項中，何者代表的時間最短？,3天,48小時,1200分鐘,36000秒,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,我們在學校健康中心量身高，可以用什麼單位？,公分,公里,公斤,公升,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,阿光想要告訴小亮台北到高雄的距離，他應該用哪一個單位比較適當？,微米,公分,公尺,公里,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,「光年」是用來計算下列何者的單位？,距離,重量,體積,密度,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,要描述一個物體的體積，可以用哪一種單位？,平方公分,微米,公升,公斤,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,單擺是一種計時的工具對於它的特性，何者正確,有等時性，不管擺長擺重如何變化，擺動一次的時間﹙週期﹚都相等,有等時性，對同一單擺，擺動一次所需的時間一定,擺重會影響單擺的週期，愈重需要的時間愈多,擺長會影響單擺的週期，愈短需要的時間愈多,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,擺長會影響單擺的週期，愈短需要的時間愈多,下列敘述哪一項是錯誤的？,國際公制的時間單位┌­秒┘，是利用銫原子鐘的振盪頻率為標準所制訂,1個太陽日是日出到日落所經過的時間,1個平均太陽日＝86400秒,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,月相的盈虧、四季的變化，利用這些自然現象變化的規律性，定出月、年等時間的單位 已知地球與月球距離約38萬㎞；地球與太陽距離約1億5千萬㎞，若地球用1㎝的圓代表，且與月球的距 離約30㎝，則地球與太陽的距離約？,60m,80m,100m,120m,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,單擺實驗中，固定擺長為81公分，擺錘質量為50公克，測得來回擺動40次需時60秒。若擺長不變，擺 錘質量改為100公克，則擺動30次需時多少秒？,9秒,10秒,30秒,45秒,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,下列哪一種計時工具測量時間最準確？,石英錶,滴漏,心跳次數,日月運行,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,時間與空間的量度,自然第一冊_認識自然與生活科技_時間與空間的量度,下列有關太陽日的敘述，何者正確？,在同一年中，各個太陽日的長短均不相等,一個太陽日必等於86400秒,一月中各個太陽日的平均值稱為平均太陽日,太陽高度角連續兩次出現最小值所經過的時間，稱為一太陽日,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,時間與空間的量度 | 自然第一冊_認識自然與生活科技_時間與空間的量度,第一冊,認識自然與生活科技,時間與空間的量度
第一冊,認識自然與生活科技,物質是由微小的粒子所組成,自然第一冊_認識自然與生活科技_物質是由微小的粒子所組成,自然／第 1 冊／認識自然與生活科技／物質是由微小的粒子所組成 ／【題目卷】 欲將沙粒與食鹽分離，按下列步驟操作，哪一個步驟是應用物質顆粒大小的概念而操作的,步驟甲：加水溶解混合物,步驟乙：以濾紙過濾水溶液,步驟丙：加熱結晶,步驟丁：冷卻濾液,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,物質是由微小的粒子所組成 | 自然第一冊_認識自然與生活科技_物質是由微小的粒子所組成,第一冊,認識自然與生活科技,物質是由微小的粒子所組成
第一冊,認識自然與生活科技,物質是由微小的粒子所組成,自然第一冊_認識自然與生活科技_物質是由微小的粒子所組成,關於「質量」的敘述何者正確？,同一物質在地球上的質量較月球上大,在太空中無法用天平測得質量,地球上質量為10克的砝碼在月球上剩下六分之一,物質在水中的質量較小,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,物質是由微小的粒子所組成 | 自然第一冊_認識自然與生活科技_物質是由微小的粒子所組成,第一冊,認識自然與生活科技,物質是由微小的粒子所組成
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,自然／第 1 冊／認識自然與生活科技／適當的測量工具與測量方法 ／【題目卷】 郁秀利用一把最小刻度為1㎝的直尺測量一塊橡皮擦的長度，請從圖中求出橡皮擦的正確長度？,4㎝,3㎝,2.9㎝,4.0㎝,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,"承上題，將甲之擺錘接在乙單擺中,成為新的單擺, 則擺動次數和時間之關係圖，應落在哪一區域？",Ⅰ區,Ⅱ區,Ⅲ區,與乙重疊,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,在小角度的單擺運動中，往復擺動一次所需的時間，和下列哪一項有關？,擺線的長度,擺錘的質量,擺動的角度,擺線的種類,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,關於懸吊式等臂天平的敘述，何者錯誤？,天平上的騎碼務必置於零的位置時，才可進行歸零,待測物放置於左盤，砝碼放置於右盤,待測物置於左盤或右盤，皆不影響結果,計算質量時，如有用到騎碼，需連同騎碼刻度讀數一並計入。,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,計算質量時，如有用到騎碼，需連同騎碼刻度讀數一並計入。,關於體積測量的敘述，下列何者錯誤？,液體的體積，可用量筒來測量,所有固體的體積，皆可用排水法測量,綠豆體積的測量可用排水法測量,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,欲測得食鹽體積，可將食鹽放入裝有飽和食鹽水的量筒中，觀察液面對應的刻度變化來測量。 將密度2.7克/立方公分的鋁塊依體積大小 2:1 切成甲、乙兩塊，則兩者的密度比為,2:1,1:2,1:1,2.7:1,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,使用一最小刻度為0.1 cm的直尺，測量迴紋針的長度為3 cm，則應如何記錄最為適當？,3 cm,3.0 cm,3.00 cm,3.000 cm,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,在使用天平前，若當左右兩盤均是空盤時，發現左盤較水平高，則使用此天平前，應當如何歸零調 整：,將左邊校準螺絲旋出,將右邊校準螺絲旋出,目測傾斜程度，在每一次測量時，均使天平傾斜相同角度,不論將哪一邊的校準螺絲位置向外旋出，均可達到歸零目的,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,不論將哪一邊的校準螺絲位置向外旋出，均可達到歸零目的 對於經多次測量求得的平均值來，如何解釋才是正確的：,平均值就是被測物體的真實長度,用平均值作為被測物體的長度就沒有誤差,平均值更接近物體的真實長度,小數點後保留的位數越多越好,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,在實驗室裡測量一個橡皮擦的長度，測量結果為5.40公釐，則所用的是什麼工具？,準確到公分的直尺,準確到公釐的直尺,準確到0.1公釐的直尺,準確到0.01公釐的直尺,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,若用皮尺測量十元硬幣之周長，所得結果分別為50.6 mm、79.0 mm、81.2 mm及82.5 mm，則硬幣的周 長如何記錄最為合理？,81.0 mm,80.9 mm,75.2 mm,73.4 mm,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,使用一最小刻度為1 mm的直尺，測量橡皮擦的長度為3 cm，則應如何記錄最為適當？,3.000 cm,3.00 cm,3.0 cm,3 cm,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,用天平測量量筒的質量為60公克，接著在量筒中注入40立方公分的液體，再測量量筒連同液體的質量,為80公克，則該液體的密度為多少公克／立方公分？,0.5,0.75,1.25,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,在實驗室中用來量取液體的工具是,量筒,試管,燒杯,滴管,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,當我們使用最小刻度為公厘的直尺，正好是8公分時，則最好記做,8.00公寸,8.00公分,0.800公尺,以上皆可,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,下列何者不是用來計算時間的工具？,沙漏,碼錶,單擺,圓規,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,瑋瑋想觀察學校水池中的小生物，下列哪一項工具他應該用不到？,放大鏡,解剖顯微鏡,複式顯微鏡,檢流計,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
第一冊,認識自然與生活科技,適當的測量工具與測量方法,自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,下列何者不屬於科學的表示方法？,標準泳池的長度是50公尺,火車的速度為每小時100公里,凱蒂貓的體重是五個蘋果重,一堂課的時間是四十五分鐘,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,適當的測量工具與測量方法 | 自然第一冊_認識自然與生活科技_適當的測量工具與測量方法,第一冊,認識自然與生活科技,適當的測量工具與測量方法
