volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第一冊,臺灣的歷史,92課綱-史前時代,社會第一冊_臺灣的歷史_92課綱-史前時代,花輪做了一個夢，夢中他是臺灣的原住民，依照習俗他必須入贅至美環家中，財產歸美環所有。依夢 境所言，美環應該是哪一族？,泰雅族,達悟族,平埔族,太魯閣族,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-史前時代 | 社會第一冊_臺灣的歷史_92課綱-史前時代,第一冊,臺灣的歷史,92課綱-史前時代
第一冊,臺灣的歷史,92課綱-史前時代,社會第一冊_臺灣的歷史_92課綱-史前時代,達悟族是臺灣原住民唯一居住於離島上的民族，你知道是哪一座島嶼嗎？,綠島,蘭嶼島,琉球島,龜山島,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-史前時代 | 社會第一冊_臺灣的歷史_92課綱-史前時代,第一冊,臺灣的歷史,92課綱-史前時代
第一冊,臺灣的歷史,92課綱-史前時代,社會第一冊_臺灣的歷史_92課綱-史前時代,尤筱倩在閱讀有關古老臺灣住民的資料時，遇到一個大問題，因為她始終分不清楚新舊石器的分別為 何，聰明的您請將下列正確答案挑出來倩。,舊石器的人類不知用火,石器的製作有無磨製加工,舊石器時代過著農耕生活,長濱文化屬於新石器時代,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-史前時代 | 社會第一冊_臺灣的歷史_92課綱-史前時代,第一冊,臺灣的歷史,92課綱-史前時代
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,有為參加「錢進你家」的節目，謝律師給了三個提示如下： 線索一：死前一直強調我們要做主人不要做奴隸。 線索二：利用中秋節揭竿起義 線索三：第一個反抗外族政權的起事者。 請問：有為應該回答提示是在描述臺灣歷史中的哪一位人士？,沈有容,郭懷一,鄭成功,朱一貴,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,請問：有為應該回答提示是在描述臺灣歷史中的哪一位人士？ 巧芝閱讀十六世紀末臺灣史料時發現以下線索， 資料一：該國人先攻打葡萄牙人佔領的澳門，未能成功。 資料二：該國人趁澎湖島上無人防守而侵入佔領。 請問：上述史料所指應該是哪一國家？,日本,荷蘭,西班牙,葡萄牙,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,資料三：該國人佔領澎湖後，又遭明朝將領驅逐。 從臺灣歷史演變來觀察，可以發現臺灣曾被許多不同的民族統治過，請問最早佔領臺灣北部的是哪一國 人？,荷蘭人,英國人,西班牙人,葡萄牙人,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,歐洲歷史深受宗教的影響，大部分歐洲君主主張向外傳播福音。十七世紀佔領臺灣北部的西班牙人，曾 經在臺傳播哪一種宗教？,佛教,天主教,基督教,伊斯蘭教,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,國際競爭時期荷蘭人先對原住民武力鎮壓，再進行宗教與教育的行政控制，其目的為何？,傳播基督教福音,真心對待原住民,保障原住民人權,以原住民制漢人,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,當我們閱讀臺灣原住民史料時，常會看到「新港語」，請問其所代表的意義是什麼？,新港鄉人,原住民語,新的港口,通關密語,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,荷蘭東印度總督曾說：「它〈臺灣〉真是公司的一頭好乳牛」，請問我們應該如何理解這句話的涵 義？,臺灣人像牛一般地勤奮工作,臺灣牛乳濃純的品質勝荷蘭,臺灣物產豐富荷蘭獲利甚豐,臺灣人個性如牛般憨厚忠誠,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,史料記載「臺灣原住民對荷蘭人矢志忠誠，後來中國人郭懷一叛亂的時候，他們曾相率協助荷蘭人打擊 郭氏。1662年荷蘭人後從臺灣撤退時，也有很多原住民跟他們退到印尼的巴達維亞去，願意永遠做他們的國 民」。請問：荷蘭人能使臺灣平埔族人成為忠順的臣民，願意為荷蘭人赴湯蹈火、犧牲生命，最重要的原因為 何？,經濟援助,政治民主,宗教同化,普遍通婚,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,歷史課時，蔡老師提出：面對外族苛刻的統治，中外不變的定律就是揭竿起義，臺灣也不例外。例如在 荷蘭時代，有一領導人物說：「各位，現在荷蘭人欺負我們漢人。這種窩囊氣，難道要忍一輩子嗎？所以大家 與其坐以待斃，不如一起把紅毛番趕出臺灣吧！」，請問以上的情景最有可能發生在何人身上？,顏思齊,鄭芝龍,郭懷一,朱一貴,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,自強查閱《澎湖廳志》，發現上面記載：「該國人建築城牆，是用糖水調灰再疊上磚頭，與臺灣的安 平城一樣堅固。」自強很疑惑澎湖一直以來不都是中國的版圖嗎？怎會有外國人的足跡，經廟方解釋才清楚。 請問：自強得知的答案應該是哪一國人？,日本人,荷蘭人,西班牙人,葡萄牙人,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,麗香為了撰寫臺灣史報告，而查閱《臺灣府志》看到：「這個井長寬各六尺，深大約兩丈，泉水比其 他井水甘甜。據說，居民汲水飲用後就不會患各種傳染病，現在已更名叫蘭井。」清乾隆27年(西元1762年)諸羅 知縣衛克堉將紅毛井的「蘭井泉甘」評選為「諸羅八景」之一。根據上述，麗香最有可能在收集哪一國在臺灣 的歷史？,日本人,荷蘭人,西班牙人,葡萄牙人,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,歷史學家分辨史前時代與歷史時代是以「文字」的有無來劃分。由此推論，臺灣原住民由史前時代走 向歷史時代的重大改變，是受哪一國人的影響？,荷蘭人,日本人,西班牙,葡萄牙人,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,明朝曾施行海禁政策，不准沿海居民到海上活動，其最主要的原因為何？,防止荷蘭人的侵犯,海盜顏思齊橫行,倭寇不斷騷擾沿海,原住民造反不斷,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,由於臺灣符合西方列強貿易與傳教的需求，請問下列何國曾經佔領北臺灣？,英國,日本,葡萄牙,西班牙,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,美華閱讀《荷蘭人在臺灣的日子》這本書，書中描述「荷人來到了大員，他們強占土地，並且殺戮赤 崁附近的原住民」，請問書中所說遭遇殺戮的原住民是哪一族？,平埔族,達悟族,高山族,布農族,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,臺灣有許多物產是由外人引進的，其中豌豆、番茄、釋迦、黃牛等物產，是由哪一國人所引進？,荷蘭,英國,葡萄牙,西班牙,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,國際競爭時期荷蘭人對漢人極盡剝削、苛捐雜稅，當時帶領臺灣人對抗荷蘭人暴力統治的是何人？,施琅,吳沙,鄭成功,郭懷一,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,《臺灣記略》中寫道：「順治九年(西元1652年)，土民郭懷一…，戮於赤崁城，民被土番混殺。」，請 問郭懷一是被哪一國人「戮於赤崁城」？,荷蘭人,英國人,日本人,印度人,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,漢人在荷據時期由於受到不公平待遇，在1652年爆發大規模抗荷運動，造成漢人死傷達數千人，請問 此次抗暴事件的領導人是誰？,郭懷一,朱一貴,林爽文,戴潮春,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,十六世紀末葉，居住在廈門的簡道乾聽從荷蘭人的號召，認為福爾摩沙是適合工作的好地方，來臺灣 不用付稅，荷蘭王會給予牛隻及耕作工具等，於是向父親表示要到大員來奮鬥。請問：「大員」是指今日哪 裡？,臺北,臺中,臺南,高雄,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,臺南古蹟眾多，一級古蹟赤崁樓就是何國統治臺灣的有力證據？,英國人,荷蘭人,西班牙人,葡萄牙人,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,荷蘭統治臺灣時曾在臺南設置一個政治中心，稱為熱蘭遮城，以便統治臺灣，請問此城即今日的何 地？,赤崁樓,小西門,紅毛城,安平古堡,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,1624年，荷蘭人在澎湖打了敗仗，被明朝驅逐出境，只好選擇了臺灣，並在今日何處建築熱蘭遮 城？,高雄市,臺北市,臺南市,嘉義市,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,最早到中國貿易的歐洲國家是葡萄牙人，而最早佔領臺灣南部的是哪一國人？,英國人,荷蘭人,葡萄牙人,西班牙人,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,荷蘭人佔領澎湖後，不料被明朝守將逼退，造成荷蘭人只好往臺灣發展，請問這位明朝守將是何 人？,鄭芝龍,鄭成功,沈有容,郭懷一,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,明朝有位大將曾經在馬祖東莒島俘獲倭寇，又在澎湖驅逐荷蘭人，請問此大將是何人？,沈葆楨,沈有容,顏思齊,沈光文,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,十五、十六世紀的歐洲人，他們尋找到達東方的新航路，其主要的目的是為了達成何項使命？,貿易傳教,公主下落,誇耀聲勢,收集敵資,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,宗益心中常感納悶，臺灣只不過是個小島，為何有這麼多的國家競相角逐，您能選出正確原因幫助宗 益解惑嗎？,位置優越,風景秀麗,種族複雜,物產豐富,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,日本商人在十五世紀後半葉經常來臺灣活動，卻在十七世紀時消聲匿跡，主要是因日本推行何項措 施？,綠色執政,淨化運動,鎖國政策,日化運動,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,香香一行人觀賞以日本幕府時代為背景的電影，發現劇中海盜不斷提起「高砂國」的好山好水，請問 這個「高砂國」是指何地？,日本,臺灣,越南,泰國,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-國際競爭時期,社會第一冊_臺灣的歷史_92課綱-國際競爭時期,小小迷上臺灣風雲錄的線上遊戲，扮演一位頗有歷史地位的海盜，其腹地在北港一帶，並有紀念碑來 紀念他從日本至笨港發展的歷史，請問小小所扮演的海盜為何人？,蔡牽,鄭成功,林道乾,顏思齊,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-國際競爭時期 | 社會第一冊_臺灣的歷史_92課綱-國際競爭時期,第一冊,臺灣的歷史,92課綱-國際競爭時期
第一冊,臺灣的歷史,92課綱-清領時代前期,社會第一冊_臺灣的歷史_92課綱-清領時代前期,荷蘭聯合東印度公司希望壟斷馬尼拉與中國大陸間的貿易，其主要目標是要打擊哪一國的貿易？,英國,法國,西班牙,葡萄牙,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-清領時代前期 | 社會第一冊_臺灣的歷史_92課綱-清領時代前期,第一冊,臺灣的歷史,92課綱-清領時代前期
第一冊,臺灣的歷史,92課綱-清領時代前期,社會第一冊_臺灣的歷史_92課綱-清領時代前期,清領前期的臺灣社會械鬥與民變頻繁，嚴重影響社會秩序。請問：這種現象的形成與下列何者最相 關？,貧富差距大,羅漢腳太多,軍隊訓練不足,漢番衝突不斷,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-清領時代前期 | 社會第一冊_臺灣的歷史_92課綱-清領時代前期,第一冊,臺灣的歷史,92課綱-清領時代前期
第一冊,臺灣的歷史,92課綱-清領時代前期,社會第一冊_臺灣的歷史_92課綱-清領時代前期,清朝為打通前、後山的通道，分北路、中路、南路同時進行。其中中路即是今國定古蹟的八通關古道。 請問：清朝是受哪一外患刺激而如此積極開山築路？,英國,法國,日本,西班牙,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-清領時代前期 | 社會第一冊_臺灣的歷史_92課綱-清領時代前期,第一冊,臺灣的歷史,92課綱-清領時代前期
第一冊,臺灣的歷史,92課綱-清領時代前期,社會第一冊_臺灣的歷史_92課綱-清領時代前期,1875年，有位清朝官員下令解除一些禁令，認為若要徹底落實「撫蕃」工作，就必須解除過去限制漢人 攜眷入台、禁止漢人偷渡、禁止漢人進入山地、禁止漢人娶原住民女子為妻等禁令，否則漢人對山地的開墾仍 將裹足不前。請問：上述的官員是指下列何人？,沈葆楨,劉銘傳,唐景崧,劉永福,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-清領時代前期 | 社會第一冊_臺灣的歷史_92課綱-清領時代前期,第一冊,臺灣的歷史,92課綱-清領時代前期
第一冊,臺灣的歷史,92課綱-清領時代前期,社會第一冊_臺灣的歷史_92課綱-清領時代前期,.康熙五十四年（1715年），竹塹社周環三十里的埔地，已是「鹿場半被流民開」。請問：當時開墾原 住民鹿場的流民是指下列何人？,漢人,原住民,荷蘭人,西班牙人,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-清領時代前期 | 社會第一冊_臺灣的歷史_92課綱-清領時代前期,第一冊,臺灣的歷史,92課綱-清領時代前期
第一冊,臺灣的歷史,92課綱-清領時代前期,社會第一冊_臺灣的歷史_92課綱-清領時代前期,俊傑查閱嘉義地名的由來，得知嘉義的地名與一場民變有關。資料上說：「清乾隆五十一年爆發亂事， 當時北路的彰化、淡水以及南路的鳳山相繼淪陷，諸羅縣城亦被亂黨重重包圍，城內人民幾乎已至絕糧之困窘 境地，但城內人民仍誓死協助清軍固守城池，前後長達十個月之久，最後諸羅縣城遂終能保全。亂平之後，清 乾隆皇帝為嘉許諸羅縣民當時誓死守城之忠義，乃下詔改『諸羅』為『嘉義』。」，請問上述資料應是在描述 哪一場民變？,郭懷一事件,朱一貴事件,林爽文事件,戴潮春事件,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-清領時代前期 | 社會第一冊_臺灣的歷史_92課綱-清領時代前期,第一冊,臺灣的歷史,92課綱-清領時代前期
