volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第一冊,植物的營養、運輸與感應,植物體內的物質運輸,自然第一冊_植物的營養、運輸與感應_植物體內的物質運輸,阿達將兩株已切除根的芹菜枝條，分別插入甲、乙二個量筒內，並加入紅色液體至10 mL刻度處，然 後摘除乙量筒芹菜的所有葉片（如圖(一)），並把二個量筒放在教室窗戶通風處，之後每15分鐘記錄 液面刻度一次，45分鐘後得到如附表之結果。試回答下列題目： 請問根據圖(一)及圖(二)的實驗結果，你推測圖(二)中的A和B何處會成紅色？,A,B,都不會,都會。,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,植物體內的物質運輸 | 自然第一冊_植物的營養、運輸與感應_植物體內的物質運輸,第一冊,植物的營養、運輸與感應,植物體內的物質運輸
第一冊,植物的營養、運輸與感應,植物體內的物質運輸,自然第一冊_植物的營養、運輸與感應_植物體內的物質運輸,根據圖(二)和表的結果，阿達可得到下列哪一結論？,植物進行光合作用需要葉片,植物體內水分的運輸與葉片有關,植物體內養分的運輸與葉綠素有關,植物的根能運輸水分。,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,植物體內的物質運輸 | 自然第一冊_植物的營養、運輸與感應_植物體內的物質運輸,第一冊,植物的營養、運輸與感應,植物體內的物質運輸
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,自然／第 1 冊／生命的基本單位／細胞的代謝 ／【題目卷】,取出人體的白血球置於濃食鹽水中，請問，細胞會發生何種變化？,維持不變,萎縮,膨脹,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,具有生命現象的物體稱為生物。請問，下列選項中哪一個不是生命現象？,代謝,生殖,運動,生長,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,種子中具有發育時所需的酵素，但卻能長期保存，由此可推之，適合儲藏種子的環境是,潮溼低溫,乾燥高溫,潮溼高溫,乾燥低溫,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,老師說，酵素具有專一性，請問何謂「專一性」？,一個酵素一次只能和一個反應物進行反應,一種酵素只能在消化道的某一段中進行反應,一種酵素只能在某一溫度範圍內進行反應,一種酵素只能促進一種反應進行,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,市面上許多清潔劑都會加入分解衣服汙垢的酵素，可使衣物洗得更潔白。你認為此種說法,不可信，因為酵素只能在細胞內作用,可能，因為不同酵素有不同的作用環境與分解功能,不可信，因為洗衣粉是鹼性的，會破壞酵素,可能，因為酵素能分解所有的衣服汙垢,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,取一片水蘊草葉片，在顯微鏡下觀察，可發現到細胞壁，若滴下「蝸牛體內的消化液」，經 45 分鐘 後再觀察，發現細胞壁消失，由此可以推測蝸牛消化液可以分解,維生素,蛋白質,醣類,脂質,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,有關唾液當中酵素的敘述何者錯誤？,唾液當中的酵素活性隨溫度增加而增高，但若溫度過高反而失去了活性,唾液當中的酵素只能夠初步分解澱粉,唾液可以離開口腔的環境進行分解澱粉的工作,唾液當中的酵素不受作用環境酸鹼值的影響,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,唾液當中的酵素不受作用環境酸鹼值的影響 從下圖中可以得知（丁）作用為動物的何種作用？,合成作用,滲透作用,光合作用,呼吸作用,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,從下圖示中可以得知（丙）作用為動物的何種作用？,合成作用,消化作用,光合作用,呼吸作用,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,從下圖示中可以得知（乙）作用為植物的何種作用？,合成作用,滲透作用,光合作用,呼吸作用,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,從下圖示中可以得知（甲）作用為植物的何種作用？,擴散作用,滲透作用,光合作用,呼吸作用,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,為何長毛象可保存在西伯利亞萬年不腐敗,溫度低，可殺死細菌,溼度高，使細菌不易存活,溫度低，可降低細菌酵素的活性,溼度低，使細菌死亡,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,有甲、乙、丙、丁四支試管，甲管置入澱粉和唾液，乙管置入水和澱粉，丙管置入澱粉和煮沸的唾 液，丁管置入澱粉和唾液。甲、乙、丙在37度C靜置30分鐘，丁管則在0度C靜置30分鐘。將上列各試管分別加 入本氏液並加熱，何者最快產生變色反應？,甲,乙,丙,丁,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下列敘述何者屬於代謝作用？,氧及二氧化碳分子通過細胞膜,肝臟將肝糖轉變為葡萄糖,細胞壁對植物細胞的支持作用,水分由根毛進入根部,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,有關酵素的敘述，何者錯誤？,成分是蛋白質,酸鹼度也會影響酵素的活性,每一種酵素有自己適宜的溫度範圍,在0℃時即被破壞失去活性,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,動物體內的分解作用與合成作用，合稱為什麼？,物理作用,代謝作用,光合作用,化學作用,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,老師說，飯在口中咀嚼一段時間後會產生甜味，這是由於下列何種原因？,因唾液中含糖分,心理因素所造成,唾液中含有酵素使澱粉分解而轉變為糖,飯被牙齒磨碎，而釋放出飯粒中的糖,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,我們將食物放在冰箱中儲存，則食物較不易腐敗，主要是因為,低溫中酵素被破壞,低溫中細菌被消滅,低溫中酵素不易作用,低溫中細菌不易附著於食物上,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,有關生物體內酵素的敘述，下列何者正確？,離開生物體即失去作用,只在中性的環境中有反應,酵素不可重複利用,可合成生長發育所需物質,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,酵素的活性會受到何者的影響？,溫度、濕度,濕度、日照,溫度、酸鹼度,酸鹼度、濕度,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,生物行呼吸作用，需要吸那一種氣體？,氮氣,氧氣,氫氣,二氧化碳。,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,葡萄糖和澱粉是屬於那一類物質？,醣類,蛋白質,脂質,核酸。,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,可供生物呼吸的氣體是？,水,氧,氮,二氧化碳。,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,有關酵素的敘述，何者正確？,酵素是一種蛋白質,蛋白質是一種酵素,酵素只能分解養分，不能合成新物質,酵素不能在生物體外作用。,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,科學家如何測定食物所含能量？,測定食物中所含的營養素,稱食物之重量,將食物吃下，再稱自己的體重,將食物燃燒，測出其所放出的熱量,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,(甲)葡萄糖 (乙)維生素 (丙)水 (丁)蛋白質 (戊)沙拉油 (己)食鹽；上述哪些物質含有能量？,乙丙丁,乙丙己,甲丁戊,甲戊己。,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,關於氧化作用，下列何者錯誤？,是一種分解物質，釋放能量的過程,燃燒作用的反應劇烈且快速,呼吸作用產生的能量，主要是用來合成養分,生物體內外都會進行。,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,某生買了一大盒冰淇淋營養標示如圖，他吃了裡面兩小盒，他約攝取了多少熱量？,385大卡,770大卡,400大卡,800 大卡,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,用鹽醃漬小黃瓜時，會發生下列什麼情況？,小黃瓜含水量減少,小黃瓜較容易腐敗,小黃瓜會吸水膨脹,小黃瓜的細胞會破裂。,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,細胞中的何種物質可以透過生殖過程傳給下一代，使物種具有相似的遺傳表現？,醣類,蛋白質,脂質,核酸。,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,對於擴散作用的敘述，下列何者錯誤？,自然發生的現象,需要能量,不必藉外界力量即可發生,如有外力介入，則可加速作用之進行,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,CO2可經由什麼作用通過細胞膜進出細胞？,擴散作用,滲透作用,光合作用,重力作用。,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,接受酵素作用產生改變的物質稱為,受質,溶質,細胞質,神經質,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,根據圖示選出最正確的答案：,丙酵素活性最大,可在相同溫度下同時作用,酵素甲在常溫(25℃)活性最強,30℃時酵素甲可能會被破壞 。,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,酵素主要由哪一類物質組成？,醣類,蛋白質,脂質,纖維素。,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,實驗室中的碘液可用來測,葡萄糖,澱粉,蛋白質,脂質,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,實驗室中的本氏液可用來測,葡萄糖,澱粉,蛋白質,脂質,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,欲檢驗尿中是否含糖，可能需歷經下列步驟。(甲)加酒精(乙)加本氏液(丙)加碘液(丁)隔水加熱(戊)加唾 液。請選出正確者,(乙)(丁),(乙)(丙),(丁)(戊),(丙)(丁),A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,我們將蔬菜、水果、肉類等貯存在冰箱內，可以保持新鮮，這是因為低溫可以,降低酵素反應,將糖轉變為澱粉,殺死細菌,增加食物色香味,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,生物體內能改變化學反應速率的物質稱為什麼？,蛋白質,醣類,粒線體,酵素,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下列有關酵素的敘述何者錯誤？,人體的酵素在37℃活性最大,酵素只在活體內有作用,酵素由蛋白質構成,酵素可重複利用,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下列何種物質可以直接通過細胞膜?,酵素,澱粉,二氧化碳,蛋白質,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,有關酵素的敘述，以下何者是正確的?,同樣的物質分解或合成可以用相同的酵素來執行,在一個範圍內，較高的溫度有助於酵素的活性,酵素可適應任何酸鹼的環境,酵素的成分分析，目前只有發現蛋白質,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,有關於植物行呼吸作用的敘述，何者正確?,在葉綠體中進行,會製造二氧化碳,會吸收陽光的能量,會產生氧氣,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下列各種生物體內進行的活動，何者屬於細胞內的代謝?,蒸散作用,擴散作用,呼吸作用,反射作用,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下列各種食物養分當中，何者不含能量?,澱粉,脂質,蛋白質,礦物質,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,早期因為食物儲藏不易，先人總會以鹽巴醃製醬菜，這是利用何種原理減少食物水份達到防腐目 的？,擴散作用,蒸散作用,浸蝕作用,風化作用,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,在冰天雪地中，可以將食物埋在雪裡而不會腐敗，是因為哪一種因素會影響酵素的活性?,溼度,溫度,氧氣,水分,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,假如有4種酵素作用的溫度如下表，請問在37度時適合何種酵素作用?,甲,乙,丙,丁,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,我們每天吃的食物會經由消化器官消化成比較小的養分，請問「消化」是屬於哪一種作用？,合成作用,分解作用,光合作用,呼吸作用,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,分解澱粉的酵素能不能分解蛋白質？,可以，因為澱粉跟蛋白質都是生物體的成分,可以，因為酵素很厲害可以跟很多物質作用,不可以，因為澱粉跟蛋白質會互相排斥,不可以，因為每一種酵素都有專一性,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,關於酵素的敘述何者正確？,成分是蛋白質,在生物體外即無法作用,在任何溫度下都能保持活性,活性很強可以分解任何物質,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,沙漠中的駱駝平常在駝峰中儲存很多脂肪，需要時可以將脂肪轉變成水利用，請問這是哪種代謝作 用？,合成作用,分泌作用,分解作用,光合作用,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,小胖很愛吃炸雞排，長期下來的結果是他胖了10公斤，請問他吃的炸雞排經過消化最後形成小胖身上 的肥肉，這應該是哪種代謝作用的結果？,合成作用,呼吸作用,分解作用,光合作用,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,分解作用對生物體有什麼意義？,把大分子變成小分子這樣獲得的養分會更多,分解作用的過程可以儲存能量,分解作用的過程會產生能量,利於將小分子物質形成身體的一部分,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下列何者屬於生物體內的合成作用?,葡萄糖轉變成肝糖,肝糖轉變成葡萄糖,蛋白質轉變成胺基酸,脂肪轉變成脂肪酸,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下列何者屬於生物體內的分解作用? 葡萄糖轉變成肝糖 葡萄糖轉變成澱粉,脂肪轉變成脂肪酸,胺基酸轉變成蛋白質,請閱讀以下敘述，並回答下面題目,表為糖尿病的檢測結果，試回答題目：,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,阿弟知道爸爸得糖尿病，想利用本氏液測試，是否嚴重可是怎麼做都沒有反應。根據上述敘述， 判斷那一個正確？,阿弟在測試過程中忘了加水處理,阿弟在測試過程中忘了將本氏液加熱處理,阿弟在測試過程中沒有將液體均勻混合,阿弟測試過程中忘了先將尿液加熱處理,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,根據附表，誰沒有得糖尿病？ 小丸子 丸尾,美環,阿貴,請閱讀以下敘述，並回答下面題目,附圖是細胞膜的構造圖，根據圖回答題目：,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,附圖是細胞膜的構造圖，根據圖回答題目： 有關擴散作用的敘述何者錯誤？,甲路徑的原理是利用擴散作用,擴散作用是分子由密集區域移到稀疏的區域,擴散作用只發生在液體,氧氣可經由擴散作用通過甲路徑,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
第一冊,生命的基本單位,細胞的代謝,自然第一冊_生命的基本單位_細胞的代謝,下述哪些分子需要透過乙路徑才能進出細胞？ 水、氧氣 二氧化碳、氧氣 胺基酸、二氧化碳 胺基酸、葡萄糖 請閱讀以下敘述，並回答下面題目,小胖 早上到便利商店買麵包時，發現有兩種看起來都很好吃，但他只夠買一個，兩種麵包的營養標示,如下所示，請回答下列問題：,甲：醣類35克、脂質10克、蛋白質4克、鈉300毫克；乙：醣類25克、脂質20克、蛋白質3克、鈉100毫,克,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,細胞的代謝 | 自然第一冊_生命的基本單位_細胞的代謝,第一冊,生命的基本單位,細胞的代謝
